For all members,,,,,,,,,,,,,For industry members only,,,,,,,,,,,,
Name (ZH),Name (EN MT),Common name (EN),Common name (ZH),Tier (ZH),Tier (EN),Original order within tier,Type,Website,Crunchbase URL,"Location (City, Province)",Location (City-level),Location (Provincial Level),Estimated Size,Estimated Focus,Industry Affiliations,AI Product/Service Category,Key products,State-owned?,Not Chinese,Public company,Exchange,Ticker,Notes,,Extracted 3/26/20 from http://aiiaorg.cn/index.php?m=alliance&c=index&a=structure
北京中安鼎辉科技有限公司,"Beijing Zhongan Dinghui Technology Co., Ltd.",IDM,中安鼎辉,普通会员单位,ordinary members,13,Industry,http://www.idm-mes.com/index.html,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Intelligent manufacturing ,n/a,Smart manufaturing,No,No,No,,,,,
苏州慧闻纳米科技有限公司,"Suzhou Huiwen Nano Technology Co., Ltd.",IDM Technology,慧闻科技,普通会员单位,ordinary members,172,Industry,http://www.idmsensor.com/,n/a,"Suzhou, Jiangsu",Suzhou,Jiangsu,Small/startup,Diversified,"Research and Experimental Development, Sensor",n/a,Intelligent gas sensors,No,No,No,,,Appears later in the list,,
苏州慧闻纳米科技有限公司,"Suzhou Huiwen Nano Technology Co., Ltd.",IDM Technology,慧闻科技,普通会员单位,ordinary members,257,Industry,http://www.idmsensor.com/,n/a,"Suzhou, Jiangsu",Suzhou,Jiangsu,Small/startup,Diversified,"Research and experimental development, sensor",n/a,Intelligent gas sensors,No,No,No,,,Appears earlier in the list ,,
北京智行者科技有限公司,"Beijing Zhixingzhe Technology Co., Ltd.",Idriverplus ,智行者科技,普通会员单位,ordinary members,276,Industry,https://www.idriverplus.com/,https://www.crunchbase.com/organization/idriverplus,Beijing,Beijing,Beijing,Small/startup,Focused on AI,"Automotive, Car Sharing, Manufacturing",Autonomous Vehicles,Automated driving systems,No,No,No,,,,,
义橙网络科技（上海）有限公司,"Yicheng Network Technology (Shanghai) Co., Ltd.",IfChange,e成科技,普通会员单位,ordinary members,270,Industry,https://www.ifchange.com/,https://www.crunchbase.com/organization/echeng,Shanghai,Shanghai,Shanghai,Small/startup,Focused on AI,"Analytics, Big Data, Database, Human Resources, Recruiting, SaaS",Data Storage and Processing,Big data-driven recruitment platform,No,No,No,,,http://www.ccidnet.com/2019/0626/10473286.shtml,,
科大讯飞股份有限公司,"HKUST Xunfei Co., Ltd.",iFlyTek,科大讯飞,副理事长单位,vice chairs of the board,20,Industry,https://www.iflytek.com/index.html,https://www.crunchbase.com/organization/anhui-ustc-iflytek-science-and-technology-co-ltd,"Hefei, Anhui",Hefei,Anhui,Big,Focused on AI,"Artificial Intelligence, Information Technology, Software, Speech Recognition",Voice Recognition and Natural Language Processing,"Speech recognition, software, information technology",Yes,No,Yes,SHE,,,,
颖脉信息技术（上海）有限公司,"Yingmai Information Technology (Shanghai) Co., Ltd.",Imagination Technologies,,理事单位,board members,50,Industry,https://www.imgtec.com/,https://www.crunchbase.com/organization/imagination-technologies#section-overview,Shanghai,Shanghai,Shanghai,Medium,Diversified,"Communications Infrastructure, Electronics, GPU, Software, Wireless",n/a,Multimedia and communications processors,No,Yes,Yes,LSE,IMG,,,
云控蜂核（北京)科技有限公司,"Cloud Control Bee Core (Beijing) Technology Co., Ltd.",Imcore,云控蜂核,普通会员单位,ordinary members,161,Industry,https://www.imcore.com/,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Science and Technology Services,n/a,Virtual internet operating system,No,No,No,,,,,
上海仪电（集团）有限公司,"Shanghai Yidian (Group) Co., Ltd.",INESA,上海仪电,副理事长单位,vice chairs of the board,2,Industry,http://www.inesa.com/,https://www.crunchbase.com/organization/inesa-group,Shanghai,Shanghai,Shanghai,Medium,Diversified,Information Technology,n/a,Smart city solutions,Yes,No,No,,,,,
上海仪电智能科技有限公司,"Shanghai Yidian Intelligent Technology Co., Ltd.",INESA Intelligent Electronics,仪电智能电子,普通会员单位,ordinary members,141,Industry,http://www.inesa-ie.com/cn/index/index.asp?xyz=0.7175277476827104,,Shanghai,Shanghai,Shanghai,Small/startup,Diversified,Information Technology,n/a,Micro modules,No,No,No,,,,,
北京推想科技有限公司,"Beijing Tuxiang Technology Co., Ltd.",Infervision,推想科技,普通会员单位,ordinary members,126,Industry,https://global.infervision.com/,https://www.crunchbase.com/organization/infervision#section-overview,Beijing,Beijing,Beijing,Small/startup,Focused on AI,"Artificial Intelligence, Health Care, Health Diagnostics, Machine Learning, Medical",Business Solutions,Deep learning and computer vision enabled cancer diagnose,No,No,No,,,,,
无限三维（青岛）科技产业集团有限公司,"Infinite 3D (Qingdao) Technology Industry Group Co., Ltd.",Infinite 3D,无限三维,理事单位,board members,9,Industry,http://www.3dpyjy.com/3dpyjy/rest/lwsyController/toaboutus,n/a,"Qingdao, Shandong",Qingdao,Shandong,Small/startup,Diversified,3D printing,n/a,3D printing,No,No,No,,,,,
北京讯鸟软件有限公司,"Beijing Infobird Software Co., Ltd.",Infobird,讯鸟,普通会员单位,ordinary members,101,Industry,http://www.infobird.com/,n/a,Beijing,Beijing,Beijing,Small/startup,Focused on AI,"Software, Information Technology",Business Solutions,AI-powered customer service including text robots and cloud call centers,No,No,No,,,,,
上海浪潮云计算服务有限公司,"Shanghai Inspur Cloud Computing Services Co., Ltd.",Inspur Cloud,浪潮云,普通会员单位,ordinary members,5,Industry,http://www.inspurcloud.cn/,https://www.crunchbase.com/organization/inspur-cloud#section-overview,Shanghai,Shanghai,Shanghai,Medium,Diversified,"Artificial Intelligence, Cloud Computing, Cloud Data, Services Enterprise, Information Technology, Software",n/a,Datacenter and cloud computing solutions,No,No,No,,,,,
中国科学院神经科学研究所,"Institute of Neuroscience, Chinese Academy of Sciences",Institute of Neuroscience,中科院神经所,理事单位,board members,97,Government,http://old.ion.ac.cn/chinese/,n/a,Shanghai,Shanghai,Shanghai,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
机器工业仪器仪表综合技术经济研究所,Machine Industry Instrumentation Institute of Comprehensive Technology and Economy,Instrumentation Technology and Economy Institute,机器工业仪器仪表综合技术经济研究所,理事单位,board members,143,Academia,http://www.itei.cn/,https://www.crunchbase.com/organization/instrumentation-technology-and-economy-institute#section-overview,Beijing,Beijing,Beijing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,Research in the development of key technologies and equipment of global energy Internet,,
英特尔（中国）有限公司,"Intel (China) Co., Ltd.",Intel,英特尔,理事单位,board members,69,Industry,https://www.intel.cn/content/www/cn/zh/homepage.html,https://www.crunchbase.com/organization/intel,Shanghai,Shanghai,Shanghai,Big,Diversified,"Information Technology, Semiconductor, Consumer Electronics",n/a,Integrated digital technology platforms,No,Yes,Yes,NASDAQ,INTC,,,
北京盛开互动科技有限公司,"Beijing Blooming Interactive Technology Co., Ltd.",Interjoy,盛开互动,理事单位,board members,43,Industry,https://www.interjoy.com.cn/home/intro,n/a,Beijing,Beijing,Beijing,Small/startup,Focused on AI,"Digital exhibition, image recognition",Other Visual Recognition,"Visual recognition, intelligent interaction technology and consumer service scene applications",Yes,No,No,,,,,
英业达集团（北京）电子技术有限公司,"Inventec Group (Beijing) Electronic Technology Co., Ltd.",Inventec,英业达,普通会员单位,ordinary members,55,Industry,https://www.inventec.com/,https://www.crunchbase.com/organization/inventec-corp,Beijing,Beijing,Beijing,Medium,Diversified,"Computer, Hareware, Manufacturing",n/a,Electronic manufacturing service,No,Yes,Yes,TPE,2356,,,
深圳市茁壮网络股份有限公司,"Shenzhen Zhuang Network Co., Ltd.",iPanel,茁壮网络,普通会员单位,ordinary members,289,Industry,http://www.ipanel.cn/,n/a,Shenzhen,Shenzhen,Shenzhen,Medium,Diversified,"Software, Information technology",n/a,"Technical consulting, network products ",No,No,No,,,,,
北京品友互动信息技术股份公司,"Beijing Pinyou Interactive Information Technology Co., Ltd.",iPinYou,品友互动,理事单位,board members,83,Industry,http://www.ipinyou.com.cn/,https://www.crunchbase.com/organization/ipinyou,Beijing,Beijing,Beijing,Medium,Focused on AI,"Advertising, Artificial Intelligence, Cloud Computing, Real Time",Business Solutions,"Real-time bidding, cloud computing, and audience profiling technology solutions, marketing solutions",No,No,No,No,,,,
北京集慧智佳知识产权管理咨询股份有限公司,"Beijing Jihui Zhijia Intellectual Property Management Consulting Co., Ltd.",Iptalent,集慧智佳,普通会员单位,ordinary members,121,Industry,https://www.iptalent.com/,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Intellectual property consulting,n/a,Intellectual property consulting,No,No,No,,,,,
北京钢铁侠科技有限公司,"Beijing Iron Man Technology Co., Ltd.",Ironman Technology,钢铁侠科技,理事单位,board members,68,Industry,http://www.artrobot.com/,n/a,Beijing,Beijing,Beijing,Small/startup,Focused on AI,Robotics,Service Robots,Bipedal full-size humanoid robot,No,No,No,,,,,
普华基础软件股份有限公司,"PwC Basic Software Co., Ltd.",iSoft,普华基础软件,普通会员单位,ordinary members,41,Industry,www.i-soft.com.cn/ ,n/a,Shanghai,Shanghai,Shanghai,Medium,Diversified,Software,n/a,Software,Yes,No,No,,,Can't access company's website,,
北京京东尚科信息技术有限公司,"Beijing Jingdong Shangke Information Technology Co., Ltd.",JD Cloud & AI,京东云,副理事长单位,vice chairs of the board,26,Industry,https://www.jdcloud.com/en/aboutus,https://www.crunchbase.com/organization/jd-cloud#section-overview,Beijing,Beijing,Beijing,Big,Focused on AI,Cloud computing,Business Solutions,Cloud service platform and solutions spanning several industries,No,No,Yes,NASDAQ,JD,Subsidiary of JD.com; https://jdcorporateblog.com/jd-cloud-ai-becomes-one-of-the-big-4-following-retail-logistics-and-digits/ ,,
四川九州电子科技股份有限公司,"Sichuan Jiuzhou Electronic Technology Co., Ltd.",JEZETEK,九州公司,普通会员单位,ordinary members,28,Industry,http://www.jiuzhoutech.com.cn/cn/,https://www.crunchbase.com/organization/sichuan-jiuzhou-electric-group#section-overview,"Mianyang, Sichuan",Mianyang,Sichuan,Medium,Diversified,"Manufacturing, Marketing",n/a,R&D and manufacture of cable TV equipments,Yes,No,No,,,,,
上海交通大学,Shanghai Jiaotong University,Jiao Da,交大,理事单位,board members,152,Academia,http://en.sjtu.edu.cn/,https://www.crunchbase.com/organization/shanghai-jiao-tong-university,Shanghai,Shanghai,Shanghai,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
嘉兴学院,Jiaxing University,Jiaxing University,嘉院,普通会员单位,ordinary members,258,Academia,http://www.zjxu.edu.cn/,n/a,"Huzhou, Zhejiang",Huzhou,Zhejiang,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
天津开发区精诺瀚海数据科技有限公司,"Tianjin Development Zone Jingnuo Hanhai Data Technology Co., Ltd.",Jingnuo Data,精诺数据,普通会员单位,ordinary members,304,Industry,http://www.jingnuodata.com/,n/a,Tianjin,Tianjin,Tianjin,Medium,Diversified,Data,n/a,Data processing,No,No,No,,,,,
北京晶品赛思科技有限公司,"Beijing Jingpin Saisi Technology Co., Ltd.",Jingpin,晶品,普通会员单位,ordinary members,111,Industry,http://www.bjjpss.com/index.asp,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Science and Technology application service,n/a,Laboratory equipments,No,No,No,,,,,
（北京）信息技术服务有限公司,"Jishan Leye (Beijing) Information Technology Services Co., Ltd.",Jishan Leye,集善乐业,普通会员单位,ordinary members,94,Industry,http://www.cfdp-leye.com.cn/,n/a,Beijing,Beijing,Beijing,Small/startup,Focused on AI,Data service,Data Storage and Processing,AI data service provider,No,No,No,,,,,
北京玖典科技发展有限公司,"Beijing Ludian Technology Development Co., Ltd.",Jiu Dian Technology,玖典科技,普通会员单位,ordinary members,70,Industry,http://www.bj-jd.net/,n/a,Beijing,Beijing,Beijing,Small/startup,Focused on AI,Intelligent video recognition,Other Visual Recognition,Intelligent video surveillance and processing,No,No,No,,,,,
深圳市喜悦智慧数据有限公司,"Shenzhen Joy Wisdom Data Co., Ltd.",Joy Smart AI,喜悦,理事单位,board members,29,Industry,http://www.gabjoy.com/,n/a,Shenzhen,Shenzhen,Shenzhen,Small/startup,Focused on AI,Data processing,Data Storage and Processing,Data processing for traffics,No,No,No,,,,,
昆仑智汇数据科技（北京）有限公司,"Kunlun Zhihui Data Technology (Beijing) Co., Ltd.",K2Data,昆仑数据,普通会员单位,ordinary members,45,Industry,http://k2data.com.cn/,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Big data,n/a,Industrial big data,No,No,No,,,,,
上海凯泉泵业（集团）有限公司,"Shanghai Kaiquan Pump Industry (Group) Co., Ltd.",Kaiquan,凯泉泵业,理事单位,board members,135,Industry,http://www.kaiquan.com.cn/,n/a,Shanghai,Shanghai,Shanghai,Medium,Diversified,"Construction, Installation ",n/a,"Pumps, water supply equipment and electronic equipment, mechanical and electrical products manufacturing",No,No,No,,,,,
骏一人工智能科技（北京）有限公司,"Junyi Artificial Intelligence Technology (Beijing) Co., Ltd.",King Horse,骏一,普通会员单位,ordinary members,216,Industry,http://www.kinghorse.com/index.php/index/index/intelligence,n/a,Beijing,Beijing,Beijing,Small/startup,Focused on AI,"Hardware, Services",Business Solutions,AI-enabled incubator and service platform,No,No,No,,,,,
北京金山云网络技术有限公司,"Beijing Jinshan Cloud Network Technology Co., Ltd.",Kingsoft Cloud,金山云,理事单位,board members,46,Industry,https://www.ksyun.com/,https://www.crunchbase.com/organization/kingsoft-cloud,Beijing,Beijing,Beijing,Medium,Diversified,"Cloud Computing, Cloud Infrastructure, Internet, Web Hosting",n/a,Online cloud storage and cloud distribution services,No,No,Yes,HK,3888,,,
深圳市耐能人工智能有限公司,"Shenzhen Naineng Artificial Intelligence Co., Ltd.",Kneron,耐能人工智能,普通会员单位,ordinary members,286,Industry,https://www.kneron.com/en/,https://www.crunchbase.com/organization/kneron,Shenzhen,Shenzhen,Shenzhen,Small/startup,Focused on AI,"Artificial Intelligence, Information Technology, Robotics, Machine learning, Software, Hardware",AI Chips,"AI chips, integrated end-to-end integrated hardware and software",No,Yes,No,,,https://m.pedaily.cn/data/company/43591; https://www.businessinsider.com/ai-startup-kneron-sequoia-alibaba-new-chip-intel-google-2020-8;https://sec.report/CIK/0001723421 ,,
北京知因智慧数据科技有限公司,"Beijing Zhiyin Smart Data Technology Co., Ltd.",KnowLeGene,知因智慧,理事单位,board members,74,Industry,http://www.knowlegene.com/,https://www.crunchbase.com/organization/knowlegene,Beijing,Beijing,Beijing,Small/startup,Focused on AI,"Information Services, Information Technology",Business Solutions,"Knowledge mapping, AI-enabled risk control service, marketing solutions",No,No,No,,,,,
昆山鲲鹏易飞无人机科技有限公司,"Kunshan Kunpeng Yifei UAV Technology Co., Ltd.",KPUAV,鲲鹏无人机,理事单位,board members,160,Industry,http://www.kpuav.com/,n/a,"Suzhou, Jiangsu",Suzhou,Jiangsu,Small/startup,Diversified,Unmanned aerial vehicle,n/a,Unmanned aerial vehicle,No,No,No,,,,,
厦门快商通科技股份有限公司,"Xiamen Kuaishangtong Technology Co., Ltd.",Kriston AI,快商通,普通会员单位,ordinary members,164,Industry,http://www.kuaishang.cn/,n/a,"Xiamen, Fujian",Xiamen,Fujian,Small/startup,Focused on AI,"Software, Information technology",Business Solutions,Intelligent customer service and voiceprint recognition ,No,No,No,,,,,
山东卡特智能机器人有限公司,"Shandong Carter Intelligent Robot Co., Ltd.",KT Robot,卡特智能,普通会员单位,ordinary members,347,Industry,http://www.katerobot.com/,n/a,"Jining, Shandong",Jining,Shandong,Medium,Diversified,Robotics,n/a,Robotics,No,No,No,,,,,
